year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile
2013,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,97,96,3701,3200,3727,3350,2900,4000
2013,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy (3-yr direct Honours Programme),97,96,2850,2700,2938,2700,2700,2900
2013,Nanyang Technological University,College of Business (Nanyang Business School),Business (3-yr direct Honours Programme),91,86,3053,3000,3214,3000,2700,3500
2013,Nanyang Technological University,College of Business (Nanyang Business School),Business and Computing,88,88,3557,3400,3615,3400,3000,4100
2013,Nanyang Technological University,College of Engineering,Aerospace Engineering,95,95,3494,3500,3536,3500,3100,3816
2013,Nanyang Technological University,College of Engineering,Bioengineering,81,69,2952,2900,3166,3125,2893,3365
2013,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,87,85,3235,3000,3377,3200,3000,3800
2013,Nanyang Technological University,College of Engineering,Computer Engineering,90,88,3326,3100,3374,3175,3000,3600
2013,Nanyang Technological University,College of Engineering,Civil Engineering,95,94,3091,3000,3182,3100,3000,3380
2013,Nanyang Technological University,College of Engineering,Computer Science,92,89,3249,3000,3306,3125,3000,3600
2013,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,91,89,3133,3000,3187,3100,3000,3440
2013,Nanyang Technological University,College of Engineering,Environmental Engineering,84,82,3091,3000,3140,3000,3000,3300
2013,Nanyang Technological University,College of Engineering,Information Engineering and Media,86,80,3160,3150,3203,3200,2950,3400
2013,Nanyang Technological University,College of Engineering,Materials Engineering,83,79,2989,3000,3096,3000,2800,3300
2013,Nanyang Technological University,College of Engineering,Mechanical Engineering,92,90,3125,3000,3226,3100,3000,3500
2013,Nanyang Technological University,College of Engineering,Maritime Studies,96,93,3050,3000,3111,3000,2850,3200
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media",82,61,2639,2500,2638,2500,2300,2900
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,85,81,2818,2800,2924,3000,2600,3300
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,89,80,2893,2930,2956,3000,2700,3250
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,90,84,3085,3000,3148,3000,2800,3545
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,83,67,3087,3000,3179,3100,2800,3400
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics and Multilingual Studies,91,81,2691,2600,2725,2625,2475,3018
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,82,72,3007,3000,3061,3000,2750,3255
2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,74,56,2980,3000,3082,3100,2800,3310
2013,Nanyang Technological University,College of Sciences,Biomedical Sciences **,na,na,na,na,na,na,na,na
2013,Nanyang Technological University,College of Sciences,Biomedical Sciences (Traditional Chinese Medicine) #,91,88,2840,2800,2883,2807,2700,3000
2013,Nanyang Technological University,College of Sciences,Biological Sciences,79,68,2881,2900,3002,3000,2700,3250
2013,Nanyang Technological University,College of Sciences,Chemistry & Biological Chemistry,80,69,2993,3000,3083,3100,2800,3400
2013,Nanyang Technological University,College of Sciences,Mathematics & Economics **,na,na,na,na,na,na,na,na
2013,Nanyang Technological University,College of Sciences,Mathematical Science,86,84,3169,3000,3262,3000,2750,3500
2013,Nanyang Technological University,College of Sciences,Physics / Applied Physics,81,69,3164,3000,3208,3300,2900,3400
2013,Nanyang Technological University,College of Sciences,Sports Science and Management,68,59,2968,3000,2985,3000,2700,3400
2013,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),100,100,3377,3400,3478,3498,3300,3800
2013,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),100,100,3413,3426,3506,3498,3400,3575
2013,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,85,70,2741,2730,2888,2800,2500,3080
2013,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),87,75,3057,3200,3154,3200,2800,3500
2013,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,88,77,3098,3100,3210,3200,2800,3500
2013,National University of Singapore,NUS Business School,Bachelor of Business Administration,89,82,2960,2868,3062,3000,2700,3370
2013,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),95,90,3404,3050,3512,3200,2800,3800
2013,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),93,89,2740,2700,2922,2700,2700,3018
2013,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),97,94,3065,2800,3143,2800,2700,3200
2013,National University of Singapore,School of Computing,Bachelor of Computing (Communications and Media),89,78,3350,3000,3377,3050,2825,3425
2013,National University of Singapore,School of Computing,Bachelor of Computing (Computational Biology) **,na,na,na,na,na,na,na,na
2013,National University of Singapore,School of Computing,Bachelor of Computing (Computer Engineering) **,na,na,na,na,na,na,na,na
2013,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),92,83,3933,3400,3953,3425,3000,4000
2013,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce),89,83,3277,3050,3320,3080,2800,3553
2013,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),89,84,3266,3000,3322,3005,3000,3800
2013,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,100,100,4106,4000,4106,4000,4000,4400
2013,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) ** #,na,na,na,na,na,na,na,na
2013,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),82,54,3007,2650,3023,2650,2400,3000
2013,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),97,97,2961,2980,3025,3000,2800,3200
2013,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),89,89,2839,2800,2988,2900,2600,3179
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Bioengineering),74,60,2823,3000,3068,3000,2720,3250
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),93,90,3245,3000,3359,3175,3000,3644
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),96,94,3140,3000,3154,3050,3000,3300
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Computer Engineering),89,86,3592,3200,3653,3200,3000,3970
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),89,88,3286,3100,3334,3200,3000,3600
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science),86,76,2940,3000,2960,3000,2800,3150
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),94,88,3153,3100,3208,3110,3000,3500
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),94,92,3330,3200,3397,3200,3000,3800
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),91,88,3036,3000,3169,3000,3000,3260
2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),89,87,3155,3000,3319,3225,3000,3500
2013,National University of Singapore,Faculty of Law,Bachelor of Laws (LLB) (Hons) #,99,98,4922,4800,5099,5000,4500,5800
2013,National University of Singapore,YLL School of Medicine,Bachelor of Medicine and Bachelor of Surgery (MBBS) #,100,100,4406,4500,4741,4500,4500,5200
2013,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing),98,98,2687,2750,2886,2950,2700,3050
2013,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing) (Hons),100,100,2896,3000,3042,3025,3000,3200
2013,National University of Singapore,Yong Siew Toh Conservatory of Music,Bachelor of Music **,na,na,na,na,na,na,na,na
2013,National University of Singapore,Faculty of Science,Bachelor of Applied Science **,na,na,na,na,na,na,na,na
2013,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),97,97,2850,2750,2925,2900,2600,3255
2013,National University of Singapore,Faculty of Science,Bachelor of Science,81,65,2726,2700,2804,2800,2600,3000
2013,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),84,74,3101,3000,3217,3100,2868,3500
2013,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,na,na,na,na,na,na,na,na
2013,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) (Hons) #,96,96,3473,3500,3540,3500,3350,3750
2013,Singapore Management University,School of Accountancy (4-years programme) *,Accountancy (4-years programme),94,93,3231,2800,3342,2825,2700,3430
2013,Singapore Management University,School of Accountancy (4-years programme) *,Accountancy (4-years programme) Cum Laude and above,95,95,3580,2900,3634,3000,2700,3750
2013,Singapore Management University,School of Business (4-years programme) *,Business Management (4-years programme),93,87,3344,3000,3520,3200,2800,3750
2013,Singapore Management University,School of Business (4-years programme) *,Business Management (4-years programme) Cum Laude and above,96,94,3825,3500,3975,3580,3000,4100
2013,Singapore Management University,School of Economics (4-years programme) *,Economics (4-years programme),91,89,3389,3200,3513,3339,3000,3800
2013,Singapore Management University,School of Economics (4-years programme) *,Economics (4-years programme) Cum Laude and above,94,94,3731,3500,3820,3600,3250,4000
2013,Singapore Management University,School of Information Systems (4-years programme) *,Information Systems Management (4-years programme),94,90,3389,3300,3468,3300,3000,3800
2013,Singapore Management University,School of Information Systems (4-years programme) *,Information Systems Management (4-years programme) Cum Laude and above,100,91,3786,3725,3862,3800,3500,4000
2013,Singapore Management University,School of Social Sciences (4-years programme) *,Social Sciences (4-years programme),87,80,3122,3000,3150,3000,2600,3320
2013,Singapore Management University,School of Social Sciences (4-years programme) *,Social Sciences (4-years programme) Cum Laude and above,88,83,3251,3200,3267,3200,2800,3781
2013,Singapore Management University,School of Law (4-years programme) *,Law (4-years programme) #,100,100,5023,4800,5246,5000,4500,6000
2013,Singapore Management University,School of Law (4-years programme) *,Law (4-years programme) Cum Laude and above #,100,100,5329,5000,5617,5547,4750,6400
2014,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,98,96,3539,3300,3597,3300,2900,4000
2014,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy (3-yr direct Honours Programme),97,96,2981,2800,3003,2840,2700,3000
2014,Nanyang Technological University,College of Business (Nanyang Business School),Business (3-yr direct Honours Programme),90,80,3231,3000,3318,3100,2800,3600
2014,Nanyang Technological University,College of Business (Nanyang Business School),Business and Computing,93,89,3398,3400,3431,3450,3232,4000
2014,Nanyang Technological University,College of Engineering,Aerospace Engineering,85,83,3715,3700,3911,3770,3300,4070
2014,Nanyang Technological University,College of Engineering,Bioengineering,80,70,2998,3000,3188,3000,2825,3400
2014,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,84,76,3296,3250,3415,3400,3200,3575
2014,Nanyang Technological University,College of Engineering,Computer Engineering,91,89,3423,3300,3512,3400,3200,3800
2014,Nanyang Technological University,College of Engineering,Civil Engineering,94,93,3122,3000,3152,3100,3000,3300
2014,Nanyang Technological University,College of Engineering,Computer Science,95,94,3269,3200,3304,3200,3000,3700
2014,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,91,88,3241,3175,3336,3200,3000,3500
2014,Nanyang Technological University,College of Engineering,Environmental Engineering,89,82,3121,3000,3111,3000,3000,3500
2014,Nanyang Technological University,College of Engineering,Information Engineering and Media,86,73,3185,3000,3318,3200,3000,3600
2014,Nanyang Technological University,College of Engineering,Materials Engineering,83,78,3145,3000,3261,3150,3000,3410
2014,Nanyang Technological University,College of Engineering,Mechanical Engineering,90,88,3161,3000,3289,3100,3000,3500
2014,Nanyang Technological University,College of Engineering,Maritime Studies,93,93,3163,3050,3206,3050,3000,3500
2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media",80,68,2761,2600,2791,2700,2300,3000
2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,87,76,2927,3000,3006,3000,2700,3300
2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,87,78,2891,2800,2976,3000,2600,3294
2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,89,78,3183,3075,3222,3200,3000,3500
2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,87,63,3137,3000,3432,3100,2800,3990
2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics and Multilingual Studies,86,67,3066,3000,3148,3230,2800,3500
2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,67,55,3197,3100,3228,3100,2800,3500
2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,73,68,3002,3000,3143,3100,2800,3260
2014,Nanyang Technological University,College of Sciences,Biomedical Science **,na,na,na,na,na,na,na,na
2014,Nanyang Technological University,College of Sciences,Biomedical Science (Traditional Chinese Medicine) #,100,100,2974,2900,3018,2900,2786,3400
2014,Nanyang Technological University,College of Sciences,Biological Sciences,75,61,3083,3000,3174,3000,2800,3400
2014,Nanyang Technological University,College of Sciences,Chemistry & Biological Chemistry,81,68,3006,3000,3321,3100,2800,3400
2014,Nanyang Technological University,College of Sciences,Mathematics & Economics,88,87,3155,3200,3142,3200,2800,3500
2014,Nanyang Technological University,College of Sciences,Mathematical Science,91,80,3022,3000,3078,3200,2800,3300
2014,Nanyang Technological University,College of Sciences,Physics / Applied Physics,74,63,3034,3000,3241,3100,2800,3560
2014,Nanyang Technological University,College of Sciences,Sports Science and Management,88,70,3076,2800,3229,3000,2700,3590
2014,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),100,100,3358,3400,3475,3475,3400,3750
2014,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),100,100,3388,3400,3536,3475,3400,3700
2014,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,82,65,2719,2750,2883,2800,2500,3010
2014,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),83,77,3141,3210,3277,3300,3000,3600
2014,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,89,80,3192,3200,3304,3250,3000,3600
2014,National University of Singapore,NUS Business School,Bachelor of Business Administration,88,84,3234,3000,3367,3000,2800,3300
2014,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),94,91,3979,3500,4090,3520,3200,4300
2014,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),94,90,2836,2800,2989,2838,2700,3000
2014,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),100,96,3350,2850,3407,2912,2800,3614
2014,National University of Singapore,School of Computing,Bachelor of Computing (Communications and Media),82,82,3107,3000,3129,3088,2900,3300
2014,National University of Singapore,School of Computing,Bachelor of Computing (Computational Biology) **,na,na,na,na,na,na,na,na
2014,National University of Singapore,School of Computing,Bachelor of Computing (Computer Engineering) **,na,na,na,na,na,na,na,na
2014,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),91,86,3729,3500,3712,3500,3300,4000
2014,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce),86,86,3183,3000,3386,3200,3000,3500
2014,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),96,92,3684,3352,3789,3500,3100,4039
2014,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,100,100,4054,4000,4054,4000,4000,4020
2014,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) #,98,95,4290,4200,4400,4275,4000,4750
2014,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),77,59,2600,2550,2603,2565,2200,3000
2014,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),95,94,3089,3000,3181,3000,2900,3360
2014,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),93,89,2931,2950,3108,3000,2750,3300
2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering) ^^,88,77,2966,3000,3058,3000,2700,3300
2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),84,76,3277,3200,3434,3300,3000,3650
2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),97,97,3212,3200,3281,3208,3000,3500
2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Computer Engineering),95,92,3674,3500,3762,3500,3200,4080
2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),91,88,3306,3200,3571,3300,3000,3800
2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science),81,63,3375,3300,3465,3400,3275,3790
2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),95,93,3250,3200,3215,3230,3000,3422
2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),97,97,3591,3350,3719,3600,3200,4000
2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),79,74,3054,3100,3350,3300,3000,3600
2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),90,89,3160,3100,3323,3200,3000,3500
2014,National University of Singapore,Faculty of Law,Bachelor of Laws (LLB) (Hons) #,98,98,5027,5000,5247,5150,4800,5800
2014,National University of Singapore,YLL School of Medicine,Bachelor of Medicine and Bachelor of Surgery #,100,100,4404,4500,4886,5000,4500,5200
2014,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing),100,96,2976,3000,3188,3200,3050,3386
2014,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing) (Hons),100,100,3123,3270,3353,3500,3270,3600
2014,National University of Singapore,Yong Siew Toh Conservatory of Music,Bachelor of Music **,na,na,na,na,na,na,na,na
2014,National University of Singapore,Faculty of Science,Bachelor of Applied Science **,na,na,na,na,na,na,na,na
2014,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),96,82,2760,2750,2831,2800,2600,3000
2014,National University of Singapore,Faculty of Science,Bachelor of Science,77,61,2804,2800,2973,3000,2700,3200
2014,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),87,76,3224,3200,3328,3210,2950,3600
2014,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,na,na,na,na,na,na,na,na
2014,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) (Hons) #,99,97,3467,3500,3670,3630,3470,4000
2014,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (4-year programme),94,91,3375,2850,3420,2875,2722,3614
2014,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (4-year programme) Cum Laude and above,97,96,3871,3450,3903,3500,2875,4300
2014,Singapore Management University,School of Business (4-year programme) *,Business Management (4-year programme),91,86,3630,3250,3752,3333,3000,4000
2014,Singapore Management University,School of Business (4-year programme) *,Business Management (4-year programme) Cum Laude and above,95,94,4019,3500,4116,3600,3200,4500
2014,Singapore Management University,School of Economics (4-year programme) *,Economics (4-year programme),90,84,3525,3500,3645,3500,3175,4000
2014,Singapore Management University,School of Economics (4-year programme) *,Economics (4-year programme) Cum Laude and above,91,89,3815,3800,3824,3800,3300,4350
2014,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management (4-year programme),93,81,3431,3225,3530,3350,3000,4000
2014,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management (4-year programme) Cum Laude and above,97,84,4057,4000,4151,4050,3500,4540
2014,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (4-year programme),91,84,2981,3000,3166,3000,2800,3580
2014,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (4-year programme) Cum Laude and above,88,81,3331,3215,3545,3590,3000,3955
2014,Singapore Management University,School of Law (4-year programme) *,Law (4-year programme) #,98,96,4932,4800,5332,5025,4600,5950
2014,Singapore Management University,School of Law (4-year programme) *,Law (4-year programme) Cum Laude and above #,98,98,5089,4900,5571,5800,4800,6000
2014,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design,100,87,2490,2700,2490,2700,2575,2800
2014,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts & Animation,91,84,2586,2600,2603,2600,2300,2885
2014,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science & Game Design,100,100,2932,2875,2955,2975,2800,3075
2014,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,100,100,2859,3000,2910,3000,2700,3300
2014,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,89,78,2547,2500,2595,2500,2400,2800
2014,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,94,91,2553,2500,2583,2500,2373,2800
2014,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,90,85,3041,3000,3325,3300,3000,3650
2014,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,93,89,3208,3100,3334,3260,3003,3594
2014,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,97,86,3196,3000,3273,3100,3000,3338
2014,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture,100,94,3293,3355,3467,3500,3233,3675
2014,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering,91,91,3311,3200,3467,3300,3075,3625
2014,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,75,61,2806,2750,2854,2800,2500,3170
2014,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,87,87,2954,2900,3285,3200,2950,3755
2014,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,86,82,3072,2900,3141,3000,2800,3480
2014,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,89,89,2430,2400,2503,2500,2200,2600
2014,Singapore Institute of Technology,Trinity College Dublin,Bachelor in Science (Occupational Therapy),100,100,3127,3100,3151,3100,3000,3338
2014,Singapore Institute of Technology,Trinity College Dublin,Bachelor in Science (Physiotherapy),100,100,3204,3200,3229,3200,3000,3500
2014,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,88,88,3396,3000,3415,3000,2849,4194
2014,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,86,75,3217,3100,3333,3150,2900,3500
2014,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,92,92,3229,3000,3424,3250,2950,3556
2014,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,93,87,3067,3050,3209,3100,2964,3443
2014,Singapore Institute of Technology,University of Manchester,Bachelor of Science with Honours in Nursing Practice,97,94,3230,3260,3464,3511,3115,3860
2014,Singapore Institute of Technology,"University of Nevada, Las Vegas",Bachelor of Science (Major in Hospitality Management),89,78,2445,2500,2634,2500,2300,2900
2014,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,97,97,2509,2600,2553,2600,2475,2613
2015,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,99,97,4225,3500,4438,3770,3000,4850
2015,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy (3-yr direct Honours Programme),97,97,3182,2850,3240,2875,2850,3125
2015,Nanyang Technological University,College of Business (Nanyang Business School),Business (3-yr direct Honours Programme),92,88,3343,3100,3502,3200,2900,3700
2015,Nanyang Technological University,College of Business (Nanyang Business School),Business and Computing,100,100,4036,4184,4395,4583,3800,4876
2015,Nanyang Technological University,College of Engineering,Aerospace Engineering,86,86,3699,3650,3724,3700,3450,4000
2015,Nanyang Technological University,College of Engineering,Aerospace Engineering and Economics **,na,na,na,na,na,na,na,na
2015,Nanyang Technological University,College of Engineering,Bioengineering,93,77,3079,3000,3197,3113,2900,3450
2015,Nanyang Technological University,College of Engineering,Business and Computer Engineering **,na,na,na,na,na,na,na,na
2015,Nanyang Technological University,College of Engineering,Chemical And Biomolecular Engineering,87,81,3156,3100,3373,3300,3000,3600
2015,Nanyang Technological University,College of Engineering,Chemical And Biomolecular Engineering and Economics **,na,na,na,na,na,na,na,na
2015,Nanyang Technological University,College of Engineering,Computer Engineering,85,83,3489,3350,3577,3500,3200,4000
2015,Nanyang Technological University,College of Engineering,Civil Engineering,95,93,3125,3100,3206,3200,3000,3300
2015,Nanyang Technological University,College of Engineering,Computer Science,92,91,3489,3300,3535,3300,3150,3800
2015,Nanyang Technological University,College of Engineering,Electrical And Electronic Engineering,89,86,3345,3200,3446,3300,3000,3690
2015,Nanyang Technological University,College of Engineering,Environmental Engineering,90,82,3472,3200,3673,3300,3000,3835
2015,Nanyang Technological University,College of Engineering,Environmental Engineering and Economics **,na,na,na,na,na,na,na,na
2015,Nanyang Technological University,College of Engineering,Information Engineering And Media,87,80,3271,3200,3375,3275,3000,3500
2015,Nanyang Technological University,College of Engineering,Information Engineering And Media and Economics **,na,na,na,na,na,na,na,na
2015,Nanyang Technological University,College of Engineering,Materials Engineering,83,77,3213,3100,3397,3200,3000,3600
2015,Nanyang Technological University,College of Engineering,Mechanical Engineering,88,81,3248,3200,3388,3250,3000,3600
2015,Nanyang Technological University,College of Engineering,Mechanical Engineering and Economics **,na,na,na,na,na,na,na,na
2015,Nanyang Technological University,College of Engineering,Maritime Studies,95,95,3249,3200,3271,3200,3000,3300
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media",79,57,3284,2800,3457,2800,2200,3000
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,82,77,2978,3000,3045,3200,2800,3500
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,85,74,2921,2900,3008,3000,2600,3330
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,87,76,3322,3200,3496,3300,3000,3800
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,88,74,3238,3000,3322,3314,2604,3743
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics And Multilingual Studies,88,56,3475,3000,3753,3000,2800,3600
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,73,52,3099,3121,3264,3200,2800,3562
2015,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,86,79,3260,3000,3402,3125,2700,3600
2015,Nanyang Technological University,College of Sciences,Biomedical Science (Traditional Chinese Medicine) #,100,100,2832,2800,2882,2800,2500,3105
2015,Nanyang Technological University,College of Sciences,Biological Sciences,75,65,3117,3000,3229,3190,2875,3600
2015,Nanyang Technological University,College of Sciences,Chemistry & Biological Chemistry,84,72,2960,2900,3139,3000,2800,3500
2015,Nanyang Technological University,College of Sciences,Mathematics & Economics,95,84,3291,3000,3440,3205,2925,3500
2015,Nanyang Technological University,College of Sciences,Mathematical Science,82,73,3254,3125,3402,3240,2950,3500
2015,Nanyang Technological University,College of Sciences,Physics / Applied Physics,82,70,3098,3000,3186,3200,2900,3400
2015,Nanyang Technological University,College of Sciences,Sports Science and Management,91,72,3232,3000,3307,3295,2900,3600
2015,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),100,100,3496,3500,3604,3504,3500,3855
2015,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),100,100,3551,3500,3622,3500,3500,3605
2015,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,88,75,2839,2880,2999,3000,2700,3215
2015,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),83,71,3266,3310,3310,3310,3000,3625
2015,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,89,80,3317,3300,3442,3310,3000,3686
